p_id,name,brand,category,colour,price,price_tier,avg_rating,ratingCount,is_rated,bayesian_rating,confidence_score,confidence_tier,occasion,fabric,length,pattern,print_type,neck,sleeve_length,wash_care,trend,pockets,waistband,closure,desc_length,description_clean,img
10808290,AHIKA Women Green & Mustard Yellow Printed Straight Kurta,AHIKA,Kurta,Green,1198.0,Mid,3.857,6504,True,3.859,70.2,High,Daily,Cotton,Calf Length,Printed,Ethnic Motifs,Keyhole Neck,Three-Quarter Sleeves,Hand Wash,,,,,179,"Green and Mustard yellow printed straight kurta, has a keyhole neck, three-quarter sleeves, straight hem, and side slitsThe model (height 5'8"") is wearing a size SCotton Hand-wash",http://assets.myntassets.com/assets/images/10808290/2019/10/30/3573b361-8560-4aad-bcf6-265ad635ef581572423341928-AHIKA-Women-Kurtas-2491572423340722-1.jpg
12246214,Ahalyaa Women Maroon & Gold Printed Kurti with Sharara & Dupatta,Ahalyaa,Kurti,Maroon,5504.0,High-End,4.216,3724,True,4.214,73.3,High,Festive,,,,Ethnic Motifs,Round Neck,Sleeveless,Machine Wash,,,Partially Elasticated,,468,"Maroon and gold printed kurti with sharara and dupatta Maroon and gold straight knee length kurti, has a round neck, sleeveless, side slits Maroon and gold printed sharara, has partially elasticated waistband, slip-on closure Maroon and gold printed dupatta, has taping borderKurta fabric: poly georgette Bottom fabric: poly georgette Dupatta fabric: poly georgette Machine-washThe model (height 5'8"") is wearing a size S Dupatta Length - 2.25 m Dupatta Width - 0.52 m",http://assets.myntassets.com/assets/images/12246214/2021/1/21/fb8fc504-76cd-4d6a-a16e-e20bdc7bebe41611204555225-Ahalyaa-Women-Maroon--Gold-Printed-Kurti-with-Sharara--Dupat-1.jpg
9438657,AASI - HOUSE OF NAYO Women Black & Mustard Yellow Solid Kurta with Trousers & Dupatta,AASI - HOUSE OF NAYO,Kurta,Black,2999.0,Premium,4.109,5652,True,4.109,71.5,High,Daily,,,,Solid,Boat Neck,Three-Quarter Sleeves,Hand Wash,,,Elasticated,,418,"Black and mustard yellow solid kurta with trousers and dupatta Black solid straight calf length kurta, has a boat neck, three-quarter sleeves, side slits Black solid solid trousers, has elasticated waistband, slip-on closure Black and mustard yellow printed dupatta, has tassels borderKurta fabric: pure cotton Bottom fabric: pure cotton Dupatta fabric: pure cotton Hand-washThe model (height 5'8"") is wearing a size S",http://assets.myntassets.com/assets/images/9438657/2019/5/8/5f44fbff-658c-40f2-ae17-4ae52b7381e31557297223910-AASI---HOUSE-OF-NAYO-Women-Black--Mustard-Solid-Kurta-with-T-1.jpg
16331336,Anubhutee Women Teal Ethnic Motifs Printed Empire Thread Work Pure Cotton Kurta with Trousers & With Dupatta,Anubhutee,Kurta,Teal,5299.0,High-End,3.557,201,True,3.665,48.7,Medium,Festive,,,,Ethnic Motifs,Round Neck,Three-Quarter Sleeves,Hand Wash,,,Elasticated,,368,"Teal printed Kurta with Trousers with dupatta Kurta design: Ethnic motifs printed Anarkali shape Empire style Round neck, three-quarter regular sleeves Thread work detail Above knee length with flared hem Pure cotton machine weave fabric Trousers design: Printed Trousers Elasticated waistband Slip-on closure Cotton Hand WashThe model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/16331336/2021/12/2/8fa4f922-c4fc-4c4d-8aad-8c28ece5ff2e1638428914896KurtaSets1.jpg
7763575,Anouk Women Red Floral Print A-Line Kurta,Anouk,Kurta,Red,1699.0,Mid,4.077,2004,True,4.078,74.2,High,Daily,,Calf Length,Printed,Floral,Round Neck,Short Sleeves,Machine Wash,Floral,,,,168,"Red Floral Print A-line kurta, has a round neck, short sleeves, flared hem, has gathers along the waistThe model (height 5'8"") is wearing a size S100% viscose Hand-wash",http://assets.myntassets.com/assets/images/7763575/2021/1/27/ed5edf7d-db8e-4c05-bac6-3bd4979418a21611738222844-Anouk-Women-Red-Floral-Print-A-Line-Kurta-6991611738221560-1.jpg
19357994,FASHOR Women Pink Ethnic Motifs Kurta,FASHOR,Kurta,Pink,2899.0,Premium,,0,False,,,Unrated,Daily,Viscose Rayon,Calf Length,Woven Design,Ethnic Motifs,Round Neck,Three-Quarter Sleeves,Hand Wash,,,,,238,"Colour: pink Ethnic motifs woven design Round neck Three-quarter, regular sleeves Straight shape with tiered style Calf length with straight hem Machine weave regular viscose rayon The model (height 5'8) is wearing a size SRayon Hand wash",http://assets.myntassets.com/assets/images/19357994/2022/8/3/c9d70fb4-dfd1-41e4-9538-fd3a30c19b5c1659500359962FASHORWomenPinkEthnicMotifsThreadWorkKurta1.jpg
18957838,KALINI Women Fluorescent Green Embroidered Pure Cotton Salwar suit,KALINI,Salwar,Fluorescent Green,3699.0,Premium,4.333,12,True,4.146,53.5,Medium,Daily,,,,Ethnic Motifs,Round Neck,Three-Quarter Sleeves,Machine Wash,Pastels,,Partially Elasticated,,391,"Fluorescent green embroidered Kurta with Churidar with dupatta Kurta design: Ethnic motifs embroidered Anarkali shape Pleated style Keyhole neck, three-quarter flared sleeves Na pockets Calf length with flared hem Pure cotton machine weave fabric Churidar design: Printed Churidar Partially elasticated waistband Zip closure Pure cotton Machine WashThe model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/18957838/2022/7/4/58ff6c28-b599-4a63-9627-d9cc7a35966c1656932528424KALINIWomenFluorescentGreenEthnicMotifsEmbroideredPleatedPur1.jpg
18425500,Indi INSIDE Women Pink Ethnic Motifs Block Printed Anarkali Kurta,Indi INSIDE,Kurta,Pink,1599.0,Mid,3.872,94,True,3.952,61.6,Medium,Festive,Viscose Rayon,Ankle Length,Solid,Ethnic Motifs,V-Neck,Three-Quarter Sleeves,Dry Clean,,,,,221,"Colour: pink Ethnic motifs solid V-neck Three-quarter, flared sleeves Anarkali shape with pleated style Ankle length with flared hem Machine weave regular viscose rayon Dry Clean The model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/18425500/2022/5/26/548b3242-c4b0-4a01-a7c8-dbd25721ed101653557566916BlockPrintedPinkKurta1.jpg
14925332,Anouk Women Mustard Yellow & Red Geometric Printed Kurta,Anouk,Kurta,Mustard,1099.0,Mid,4.164,450,True,4.158,75.7,High,Daily,Cotton,Calf Length,Printed,Geometric,V-Neck,Three-Quarter Sleeves,Machine Wash,,,,,247,"Colour: mustard yellow and red Geometric printed V-neck Three-quarter, regular sleeves Straight shape with regular style Calf length with straight hem Machine weave regular cotton 100% Cotton Machine wash The model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/14925332/2021/9/2/9fdeb696-bce1-4791-aa1a-3dbfe5e9a5c51630583727539HERENOWMenPinkWhiteTypographyPrintedOrganicCottonT-shirtKurt1.jpg
18811288,SheWill Women Teal Floral Embroidered Sequinned Kurta with Trousers & With Dupatta,SheWill,Kurta,Teal,6699.0,High-End,,0,False,,,Unrated,Festive,,,,Floral,Round Neck,Three-Quarter Sleeves,Dry Clean,Floral,,,,417,"Teal embroidered Kurta with Trousers with dupatta Kurta design: Floral embroidered Straight shape Regular style Round neck, three-quarter regular sleeves Sequinned detail Calf length with straight hem Silk blend machine weave fabric Trousers design: Solid Trousers Drawstring closure Top & Bottom: Silk blend Dupatta: Poly chiffon Dry clean only Size worn by the model: 36 Chest: 30"" Waist: 25"" Hips: 35"" Height: 5'9""",http://assets.myntassets.com/assets/images/18811288/2022/7/5/edbf3557-d768-49fd-8c80-c56427f2e81c1657018117840-SheWill-Blue-Muslin-Sequence-Zari-Embroidered-Straight-Kurta-1.jpg
15646472,Varanga Women Red Bandhani Printed Gotta Patti Kurta,Varanga,Kurta,Red,2999.0,Premium,3.794,452,True,3.825,60.0,Medium,Daily,Cotton,Calf Length,Printed,Bandhani,Round Neck,Three-Quarter Sleeves,Hand Wash,,,,,242,"Colour: red Bandhani printed Round neck Three-quarter, regular sleeves Straight shape with regular style Gotta patti detail Calf length with straight hem Machine weave regular cotton Cotton Hand wash The model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/15646472/2021/9/28/a5a4e093-dfd6-4a1b-8c1f-c7b46f27678d1632833511024VarangaWomenRedEthnicMotifsPrintedGottaPattiKurta1.jpg
18503778,KALINI Women Pink Floral Embroidered Layered Gotta Patti Kurti with Sharara & With Dupatta,KALINI,Kurti,Pink,2999.0,Premium,3.6,175,True,3.711,52.1,Medium,Daily,,,,Floral,Keyhole Neck,Three-Quarter Sleeves,Machine Wash,Pastels,,Elasticated,,377,"Pink embroidered Kurti with Sharara with dupatta Kurti design: Floral embroidered A-line shape Layered style Keyhole neck, three quarter regular sleeves Na pockets gotta patti detail Above knee length with curved hem Viscose rayon machine weave fabric Sharara design: Self design Sharara Elasticated waistband Zip closure The model (height 5'8) is wearing a size S Machine Wash",http://assets.myntassets.com/assets/images/18503778/2022/5/30/6bd65bc0-6a32-4c55-9480-0f6e4c0382231653924747273KALINIAssamicaWomenPinkDyedKurtaPrintedShararawithDupatta1.jpg
15561680,DIVYANK Women Navy Blue & Grey Ethnic Motifs Printed Mirror Work Kurta with Palazzos,DIVYANK,Kurta,Navy Blue,2999.0,Premium,4.234,1543,True,4.23,75.4,High,Daily,,,,Ethnic Motifs,Round Neck,Three-Quarter Sleeves,Machine Wash,,,Partially Elasticated,,477,"Navy blue & grey printed Kurta with Palazzos Kurta design: Navy blue & gold coloured Ethnic motifs printed A-line shape Regular style Round neck, three-quarter regular sleeves Mirror work detail Calf length with straight hem Viscose rayon machine weave fabric Palazzos design: Grey bottom Embroidered Palazzos Partially Elasticated waistband Slip-on closure Top fabric: Viscose Rayon 100% Bottom fabric: Viscose Rayon 100% Machine washThe model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/15561680/2021/9/22/ae87dd98-3d80-449b-bf62-3834797d9a561632315919781DIVYANKWomenNavyBlueEthnicMotifsPrintedRegularMirrorWorkKurt1.jpg
16857670,Libas Women Lavender Floral Printed Pure Cotton Kurta Set with Dupatta,Libas,Kurta,Lavender,2999.0,Premium,4.299,87,True,4.227,65.5,Medium,Fusion,,,,Floral,Round Neck,Three-Quarter Sleeves,Machine Wash,,2,Partially Elasticated,,371,"Lavender printed Kurta with Trousers with dupatta Kurta design: Floral printed A-line shape Regular style Round neck, three-quarter regular sleeves 2 pockets Calf length with flared hem Pure cotton knitted and woven fabric Trousers design: Printed Trousers Partially elasticated waistband Slip-on closure Pure Cotton Machine-washThe model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/16857670/2022/1/31/393262fb-2be4-4945-b3e8-a64336da74f01643629068794-Libas-Women-Kurta-Sets-3571643629067890-1.jpg
13437328,Sangria Women Beige & Black Pure Cotton Printed Kurta with Salwar,Sangria,Kurta,Beige,2499.0,Mid,3.954,699,True,3.964,67.6,Medium,Daily,,,,Geometric,Mandarin Collar,Three-Quarter Sleeves,Machine Wash,,,Partially Elasticated,,752,"ABOUT THE BRAND Sangria is a ready-to-wear brand that focuses on a global Indian woman. Sangria has a unique signature style with an electric collection of fabrics, colors, and patterns. The brand has a modern take on traditional Indian motifs and designs with a wide range of offerings. PRODUCT DESCRIPTION With the breezy tiered silhouette and printed pattern, this straight kurta will become your go-to outfit. Top it off with these checked salwar and comfortable flats FEATURES KURTA has a mandarin neck button closure three-quarter puffed sleeves curved hem side slits PALAZZOS has partially elasticated waistband slip-on closure one pocket The model (height 5'8"") is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine-wash",http://assets.myntassets.com/assets/images/13437328/2021/2/26/1db98d09-8e2a-49b6-9521-d59d0764aa621614341754175-Sangria-Women-Kurta-Sets-9031614341752071-1.jpg
19181470,Baisacrafts Women Green Striped Pure Cotton Kurta with Trousers & With Dupatta,Baisacrafts,Kurta,Green,4499.0,Premium,,0,False,,,Unrated,Daily,,,,Floral,Round Neck,Three-Quarter Sleeves,Hand Wash,,,Elasticated,,380,"Green striped Kurta with Trousers with dupatta Kurta design: Geometric striped A-line shape Regular style Round neck, sleeveless regular sleeves Na pockets Knee length with straight hem Pure cotton machine weave fabric Trousers design: Printed Trousers Elasticated waistband Slip-on closure The model (height 5'8) is wearing a size S Kurta - Cotton, Bottom - Cotton, Dupatta - Mul",http://assets.myntassets.com/assets/images/19181470/2022/7/20/fb88fbe3-b55c-4bbb-9f51-63d48ffe93fd1658298777250KurtaSets1.jpg
12105006,Sangria Women Pink & Golden Printed Pure Cotton Kurta with Trousers,Sangria,Kurta,Pink,1899.0,Mid,3.927,372,True,3.948,66.5,Medium,Daily,,,,Ethnic Motifs,Round Neck,Three-Quarter Sleeves,Hand Wash,,,Partially Elasticated,,960,"ABOUT THE BRAND Sangria is a ready-to-wear brand that focuses on a global Indian woman. Sangria has a unique signature style with an electric collection of fabrics, colors, and patterns. The brand has a modern take on traditional Indian motifs and designs with a wide range of offerings. PRODUCT DESCRIPTION Flaunting this summer-ready kurta set, this kurta set beautifully captures your edgy aesthetic. With an ethnic print, and straight hem, this Sangria kurta is one you'll be eager to show off at college, resorts, or anywhere else your heart desires. Pink &gold coloured floral print Kurta with Trousers Kurta design: Ethnic motifs printed Straight shape Regular style Round neck, three-quarter regular sleeves Knee length with flared hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure The model (height 5'8"") is wearing a size STop fabric: Pure cotton Bottom fabric: Pure cotton Hand-wash",http://assets.myntassets.com/assets/images/12105006/2020/9/4/bce63f51-fa78-4456-a4ce-85d193628e761599199586248-Sangria-Women-Pink--Gold-Toned-Printed-Kurta-with-Trousers-8-1.jpg
17487194,Libas Women Beige & Mustard Yellow Zari Woven Design Straight Kurta Trousers Dupatta,Libas,Kurta,Beige,4499.0,Premium,4.603,232,True,4.514,78.3,High,Festive,,,,Ethnic Motifs,V-Neck,Three-Quarter Sleeves,Machine Wash,Floral,2,Elasticated,,559,"Our 3-piece beige woven design silk suit set features a straight-fit floral embroidery kurta with a V-neckline and three-quarter sleeves, straight pants with a partially elasticated waistband and roomy pockets, and a chiffon dupatta in a solid tone. Adorned with complementing fabric-trim detailing, Gota Patti accents on the yoke and sleeves, and delicate tassel details on the dupatta, this elegant style is ideal for festive occasions. Size worn by the model: S Chest: 32'' Waist: 28"" Hips: 33'' Height: 5'7"" Silk blend Dupatta fabric: Chiffon Machine Wash",http://assets.myntassets.com/assets/images/17487194/2022/3/21/2dd80782-75be-496b-8bac-2978541418161647846846121-Libas-Women-Kurta-Sets-7321647846845273-1.jpg
11636314,Shae by SASSAFRAS Women Blue & Off-White Printed Anarkali Kurta,Shae by SASSAFRAS,Kurta,Blue,1699.0,Mid,4.237,5046,True,4.236,78.6,High,Daily,Cotton,Calf Length,Printed,Ethnic Motifs,Keyhole Neck,Three-Quarter Sleeves,Machine Wash,,,,,195,"Blue and Off-white printed anarkali kurta, has a keyhole neck, three-quarter sleeves, attached lining and flared hem93% Cotton and 7% linen Machine-washThe model (height 5'8"") is wearing a size S",http://assets.myntassets.com/assets/images/11636314/2022/4/18/c4ffb5ae-4483-4e2c-ba02-c38e2adb11361650283630240ShaebySASSAFRASWomenBlueOff-WhitePrintedAnarkaliKurta1.jpg
16706794,Varanga Floral Net I-Spy Lace Kurta Set,Varanga,Kurta,Magenta,4999.0,Premium,3.574,54,True,3.827,48.5,Medium,Festive,,,,Floral,Sweetheart Neck,Sleeveless,Hand Wash,,,Partially Elasticated,,614,"Look stylish when you step out wearing this smart and versatile kurta set. Tailored with an attractive sweetheart neck and sleeveless design, this kurta set is a must-have. Kurta: Stunning magenta tone Charming sweetheart neck Sleeveless Calf length Trend Alert Vintage and whimsical, the I-spy lace flaunts the idea of love and uses delicate lace details or trims in borders of the yoke or hem. It even refers to ensembles made from lace coupled with other intricate detailing, like frills, scallop edges, halter neck, and so on.Top Fabric:Net Bottom Fabric:Net Hand washThe model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/16706794/2022/2/16/59d4aa7a-f05c-4eda-b796-a45078f798371645012473502-Varanga-Magenta-Net-Strap-Straight-Kurta-With-Flared-Sharara-1.jpg
17140538,Myshka Women Pink Floral Printed Pure Cotton Kurta with Sharara & Dupatta,Myshka,Kurta,Pink,6499.0,High-End,3.936,78,True,4.0,55.4,Medium,Festive,,,,Floral,Round Neck,Sleeveless,Machine Wash,,,Elasticated,,395,"Pink embroidered Kurta with Sharara with dupatta Kurta design: Floral printed Anarkali shape Empire style Round neck, sleeveless no sleeves Knee length with flared hem Pure cotton knitted fabric Sharara design: Printed Sharara Elasticated waistband Slip-on closure Dupatta: Printed dupatta Solid border Dupatta: 2.2 x 1.2 meters The model (height 5'8) is wearing a size SPure Cotton Machine Wash",http://assets.myntassets.com/assets/images/17140538/2022/2/12/26bea60e-1753-4bf1-8a9e-96f060de329d1644644643001MyshkaWomenPinkEthnicMotifsEmbroideredLayeredPureCottonKurti1.jpg
14224616,Anouk Women Pink & Gold-Toned Ethnic Motifs Printed Gotta Patti Kurta,Anouk,Kurta,Pink,3099.0,Premium,3.597,72,True,3.804,50.9,Medium,Festive,Cotton,Calf Length,Printed,Ethnic Motifs,V-Neck,Three-Quarter Sleeves,Machine Wash,,,,,257,"Colour: pink and gold-toned Ethnic motifs printed V-neck Three-quarter, regular sleeves A-line shape with regular style Gotta patti detail Calf length with flared hem Knitted regular cotton 60'S COTTON Machine wash The model (height 5'8) is wearing a size S",http://assets.myntassets.com/assets/images/14224616/2021/8/19/64e6b083-6b6f-4c71-bf89-4a4483d401e01629350582004-Anouk-Women-Kurtas-6181629350581610-6.jpg
